content,rating
sekarang aplikasi nya TDK berfungsi dengn baik,5
Sangat mudah digunakan dan sangat membantu untuk hal mendesak perihal kesehatan. sukses selalu untuk JKN 💪,5
bermanfaat dan,5
sangat mudah,5
cooll,5
"mantap, josjis",5
sangat membantu,5
Sangat membantu,5
"loading muluu padahal wifi lancar, data lancar",3
dengan jkn jadi mudah,5
merepotkan bagi orang tua dan bagi orang yg tidak memiliki pemaham penggunaan bahkan yang tidak memiliki gadget,1
ini apk pemerintah yg satu satunya bagus,5
mantap,5
susah sekali verifikasi no hp ada masalah apa aplikasi ini....,1
sangat buruk pelayanan aplikasi ini. sudah daftar kunjungan pas di hari yg di tentukan malah di batalkan kunjungannya. terkesan mempersulit jadinya.,1
"GAK EFEKTIF mau daftar buat kontrol ke faskes lanjutan terlalu banyak terjadi kesalahan ini itu, mau daftar kontrol malah keluar pemberitahuan ""nomer antrean hanya dapat diambil 1 kali"", pdahal baru mau daftar tapi bisa² nya keluar notif begitu, akhirnya harus balik lagi ke rs buat daftar manual, harus daftar online tapi aplikasi gak efektif sama sekalii, pegawai nya juga kebanyakan sensi, ditanyain dikit ngegas muluu, rules terlalu ribet giliran kita nanya malah di gas...",1
mantap,5
"sangat membantu, dengan data yang valid",5
jos,5
penggunaan bagus,5
setelah update jadi tambah ribet,1
memudahkan pendaftaran,5
bagus,5
"capctha aneh, gak terbaca, ya ampun.. niat gak sih bikin aplikasi. menyulitkan sekali, heran sm yg ngasih bintang 5, jadi gak ada perbaikan",1
"negara ini terlalu kaku , kl mau ny negara lsg cepat d urus tp kbutuhan rakyat d persulit.. daftar BPJS sharus ny gk mesti pke rek..aplg skrg ada dompet digital yg sudah d gunakn masyarakat , trdaftar d OJK ..apa yg d khawatirkn.. mudahknlah urusan org bnyk biar mudah jg urusan negara",2
jos,4
mantap sangat memudahkan urusan lewat digital,5
sangat membantu,5
sangat membantu,5
"udh sebulan lebih server nya masih gk bener,lupa sandinya punya ibu,reset sandi tetep aja g bisa,aplikasi pemerintah kok bgini?mohon di perbaiki lagi min?",1
"aplikasi kuno, tender aja yg besar implementasi kuno tahun 90 an. tidak ada fitur online di jaman digitalisasi seperti ini",1
cukup baik dan mudah di gunakan. cuma perlu perbaikan lg,5
mempermudah penggunaaan,5
"login tidak bisa, password salah. di coba lupa password kode otp nya yang ga masuk masuk dan email tidak terdaftar. bagaimana ini",1
apk sangat buruk mempersulit sekali,1
jos mantap,5
ok,5
"tolong sekali ini yaahhhh kenapa klo akun ku selalu keluar sendirii trus klo verifikasi lamanya minta ampun masuk ke SMS saja ndk bisa, geram ku mau ki lagi ke klinik",1
aplikasi yg adaptif,5
aplikasi bpjs sangat membantu dan mudah d gunakan,5
masuk keaplikasi mobele jkn sulit padahal data benar,5
pakai mobile jkn mempermudah segala hal,5
"tolong di update dong kelinik daerah jawa barat terutama daerah kabupaten garut kec.cisurupan, itu saya mau ganti kelinik karana kelinik yg sebeleumnya udah kaga beroprasi lagi",4
sangat baik,5
sampai saat ini memuaskan dgn aplikasinya,4
aplikasi macam apa. login aja di buat susah. sangat tidak user friendly utk orang tua. tiap ada update selalu log out. andai bukan jaminan dari negara. enggan saya menggunakan.,1
sangan luar biasa memudahkan,5
bagus,5
Mantap 👍,5
Alhamdulillah memper mudah layanan terima kasih JKN mobile,5
makin hari makin jelek layanannya... saya mau minta rujukan ke klinik rehab medik sudah gak bisa lagi. katanya harus lewat klinik syaraf baru klinik syaraf yg rujuk ke klinik rehab medik. Bagi2 job ya biar semua dapat uang jasa dalam 1 kunjungan... parah...,1
kirim kode verif lelet cuy,1
kode captcha gak muncul muncul ...,2
sangat cepat respon nya,5
ok bngt,3
"Sya berobat diklinik karya medika, Alhamdulillah pelayanan ramah dan proses cepat 😊",5
"Sering terjadi ""Maaf anda sedang offline"" PADAHAL DATA INTERNET ADA & SINYAL BAGUS",3
"sangat ribet untuk login, selalu tidak bisa dan gagal, sungguh menyulitkan. padahal aplikasi sangat berguna tapi kalau tidak bisa digunakan ya rugi.",1
"perubahan nomor telpon verifikasinya tidak pernah masuk, ditelpon pura-pura gak dengar dan langsung di matiin",1
"aplikasi sampah, verifikasi no hp tidak pernah berhasil",1
sangat membantu dan terimakasih,5
"Mau lengkapi data ribet banget, nomor hp udh bener masih aja terdeteksi salah -_-",2
bagus aplikasinya mudah di akses,5
mantap,5
sudah bagus,5
layanan bagus,5
bikin akun karena pemerintah mulai menyusahkan rakyat kecil(gak semua punya hp) pernah lihat puskesmas malah menolak karena harus melalui aplikasi ini karena butuh surat rujukan buat di rawat di RS karena lama nunggu soalnya verivikasi selalu gagal alhasil orang tersebut meninggal dunia ini merupakan dosa jariyah pemerintah dan mereka yang punya ide ini. oh ya pertanyaan ku sudah 1 Minggu gak bisa verivikasi susahnya minta ampun,1
dengan JKN segala urusan kesehatan jadi semakin mudah,5
aplikasi bagus mudah dan gak ribet seperti sebelumnya😍,5
bagus,5
bagus,5
good aplikasi,5
"layanannya sudah bagus, tapi ternyata tidak bisa untuk login lebih dari 3 akun ya🥲",5
bagus infonya,5
bagus,5
kasih bintang 4 dulu kalo udah normal bagus baru bintang 5,4
sudah dapat no antrian di Rs namun pada saat sampai di Rs tiket nya ngeblang untung sempat di foto pakai hp lain. krn engga bisa di ss. harap di perbaiki padahal sinyal bagus lancar,4
"sudah bagus, mohon ditingkatkan",5
terimakasih,5
bagus dan lebih mudah akses,5
mau cek in eror trs.mohon diperbaiki sistemnya,1
lumayan,5
"Aplikasi lambat, sering error saat ambil antrian.",2
aplikasi pemerintah banyak kendalanya anggaran besar kualiatas nol,1
aplikasi nya bagus sangat membantu,5
"mau log in sering dibilang password salah, mau reset password kode verifikasi tidak masuk-masuk ke sms. bingung mau kontrol tp harus daftar online,",3
Terima Kasih Mobile JKN,5
JKN mobile tiada hari-hari tanpa GANGGUAN.... antri saat konfirmasi di RS selalu tersendat karena sistem yg selalu GANGGUAN... ERROR DAN ERROR MELULU mohon di perbaiki sistem nya..,2
mudah dan cepat,5
"Bantu di jawab dengan cepat, FASKES udah di ganti FASKES baru. cuma di perubahan data berhasil. namun pas cek di info peserta masih belum ke ganti",3
bagus,5
cepat dan mantap,5
"Daftar antrian Poli tiba² dibatalkan sepihak tanpa alasan yang jelas ! mau ambil antrian lagi dihari yg sama malah gak bisa, padahal jadwal kontrol juga harus dihari itu. Akhirnya harus daftar manual di RS dan harus ngantri lama ! Terus apa gunanya ada fitur ambil antrian di Mobile JKN kalo ujung²nya dibatalkan sendiri. Hapus aja lah fiturnya.",1
banyak gangguannya,1
aplikasi aneh Tiba-tiba log out sendiri... pas log in balik nik dan pass selalu gagal 👎,1
ok,5
mantap,5
BPJS membantu menyehatkan bangsa,5
bagus membantu,5
sementara blm ada kendala.. keep up the good work bpjs,5
"Cepat, Tepat dan Sigap",5
Aplikasi yang sangat membantu dalam mendaftar Online,5
terimakasih negaraku,5
dengan mobile JKN sangat² membantu dan memepermudah proses pendaftaran kesehatan dll,5
aplikasi keluar tiba2 gak bisa loging lagi aplikasi aneh,1
aplikasi terburuk..jika lupa pin mau konfirmasi susah bgt.berkali kali di persulit.hadeeh,1
sangat membantu,5
ok baik,5
"Ngga bisa login Mau minta kode verifikasi lewat email, email nya udah beda sendiri dari yang dulu saya masukin Mau minta kode verifikasi via nomer telepon, udah masukin nomer dengan bener, kode ngga dikirim2 Kejadian berulang 3 kali, jadi ngga bisa dipake ini aplikasi. Gajih buta",1
bagus,5
L O G O U T M U L U !!!!!!!!!!!!!!,1
baik,5
"jam antrian gk sesuai dgn yg tercantum dionline udh antri lama"" mesin eror akhirnya antri loket lgi jdi bukan mempermudah mla disuruh kemari tolong dong diperbaiki layanannya agar bermanfaat untuk masyarakat",2
ini mobile jkn kenapa selalu ngbug gini. udah pakai wafi tapi not proses. mau ambil antrian jadi susah dulu lancar lancar aja makin ke sini makin lelet nie apk. .,1
smoga lebih di tingkatkn lg cara kerja ny,5
"Sangat membantu, terima kasih",5
sangat membantu layanan kesehatan. mudah dan lumayan cepat.,5
offline terus kalau mau daftar faskes pertama,1
puas,5
pelayanan burukkkk!!!! masa hampir tiap bulan keluar sendiri. masuk lagi dengan nik yg sama GK bisa ? padahal iuran tiap bulan di bayar ! belum lg Pandawa di telfon tidak di angkat malah berulang kali di matikan !,1
aplikasi sanggat membantu,5
"sudah 3hari gabisa masuk karna captca muser teruss, kenapa harus pakai captca untuk masuk??? 😖😖😖",1
Sangat bermanfaat dalam hal mempercepat pelayanan antrian,5
mantuk,5
bagus,5
"woy ni aplikasi RUSAK kah ? mau login udh mulai sebulan yg lalu tiap hari aku coba , captcha nya muter2 doang !",2
udh daftar di persulit udah buat autodebit pdhl bank nya aktif tpi suruh registrasi aneh bngt,1
padahal apk ini trmasuk administrasi negra..buat daftar aja susah apa lagi masuk.,1
semua lebih mudah,5
"tolong perbaiki sistem aplikasinya. saya sudah beberapa kali daftar selalu kendala gagal, sulit berbagai macam penggunaan.",1
sangat berguna dan membantu sekali,5
sangat membantu,5
"BIKIN APLIKASI TUH MIKIR!!! GAK SEMUA ORANG SAKIT BISA SCRENING WAJAH!!! OPTION KAMERA BELAKANG GAK ADA, ORANG STOKE DI SURUH SENYUM EMANG BISA?? PERBAIKI LAGI, PIKIRIN JUGA ORANG YANG SAKIT, KELUARGANYA MAU SCENE WAJAH MALAH KESUSAHAN!!!",1
sangat membantu,5
aplikasi KocakkKKKK pas dftar vermuk ga jadi2.... suweeeeeeeeeee,1
"saya kecewa sudah sekali bagi kaum gaptek kalo lupa kata sandi, atau nomor handphone nggak aktif langsung nggak bisa dipakai",1
bagus,5
"bisakah dalam satu KK login di satu akun saja,",4
"nyusahin orang doang. gjls loh out sendiri. jadi gak tau kalo lupa belum bayar. bulan 10 pas mau bayar ke alfa, katanya sudah terbayar(padahal seinget saya belum bayar). bulan ini (bulan 11)mau bayar lagi. eh langsung double dong.udah 2 bulan ini mau login gak bisa salah pw, pilih option lupa pw malah gak dikirim-kirim kode Verifikasi nya. kalo gini kan astagfirullah mulu dibuatnya. mau ngecek aja dipersulit.",1
"gjelas, udh brp kli apus download apus download gara"" gak bisa login.",1
"sudah satu minggu ini login tidak bisa, captcha nya muter terus tidak bisa muncul",1
"Selalu logout otomatis, setelah di update tidak bisa login",2
"aplikasi gajelas, verfikasi wajah gagal terus",1
"Aplikasi apaan ini, udah ratusan kali verifikasi wajah tetap gagal padahal sudah mengikuti instruksi tetap gagal, tolong perbaiki algoritma verifikasi wajah nya bikin kesel aja.",1
sangat membantu dan mempermudah,5
"Aplikasi ter-logout sendiri, ketika coba metode lupa password dengan menambahkan no. HP dan e-mail, tidak terdaftar semua, padahal sebelumnya pernah diisi. Daftar via Pandawa juga website-nya error.",1
bayar tagihan dulu semua urusan selesai,5
padahal pakek wifi tapi tidak ada koneksi .. gatau orang lagi pusing mikir anak sakit pengen cepet2 priksa biar dapat antrian cepat ini malah error .tapi nanti di pkm nya di sarankan mendaftar online sedangkan aplikasinya seperti ini tolong tingkatkan lagi jangan membuat kecewa dengan pelayananya terimakasih,2
sangat membantu,5
Selalu log out otomatis dan saat login selalu gagal,1
"fitur antrean faskes tingkat lanjut nya gimana sih min,2 kali ngambil antrean ini hari ini mau yg ketiga kali malah hilang, bagus sih bagus ya apk nya. Tapi untuk fitur faskes tingkat lanjutnya mohon di perbaiki lagi ya min soalnya kan rujukan 3 bulan ya bukan 3 minggu",3
sekarang JKN lebih mudah GK kyak dulu semoga ke depannya makin lebih mudah.,5
"beberapa kali setiap mau ambil antrian di faskes pertama pasti selalu ada trobel. entah keterangan untuk mencoba beberapa saat, daftar dokter tidak terdaftar padahal cuma klik saja dan susah di pastikan benar. sudah sampai puskes ternyata sudah masuk datanya. tapi pengguna jadi tidak tau dapat nomer berapa. mohon untuk di maintenance lagi🙏",5
sudah Log in tiba2 harus log in ulang setelah log in ulang Mlah gagal terus,2
"srg login ulang dan srg error,gak bisa diandalkan.",1
bagus,3
Alhamdulillah. Barokallah. Mobile JKN Sangat Mudah Sekali Untuk Mengubah Datanya. Terimakasih Mobile JKN.,5
Alhamdulillah semakin baik,5
aplikasi buruk mau daftar aja susah cuma lihat verifikasi otp pas masuk aplikasi ngulang dari awal lagi,1
aplikasi buruk ..satu akun dua anggota ..tp bisa di buka riwayat pelayanan hanya yg punya akun saja untuk anggota lain tdk bisa dan untuk mengambil antrian masih ruwet... kasihan pasien jika antrian di faskes 1 di wajibkan pakai mobile jkn Apalgi aneh ...saya pakai Bpjs mandiri perusahaan...di aplikasi aktif tp di faskes 1 tidak aktif ..,1
banyak bug nya. setelah kemarin mau daftar online tp keterangannya yg intinya dokter belum tersedia.skrg giliran dokter udah bisa muncul eh malah ada keterangan poli yang anda tuju tidak tersedia.app aneh,2
mo login .. suruh daftar mulu,2
oke sip aplikasinya,5
"aplikasi tidak kompatiel dengan HP saya,, harus digimanain ya?",5
oke,5
"jengkel banget susah login, ribet.",1
semakin bagus,5
"pake ini buat di poli sangat2 memudahkan. saran saja, untuk kode bookingnya mungkin bisa fontya dibesarkan dan ditebalkan. krn untuk para lansia, mereka kebingungan krn kode bookingnya terlalu kecil sehingga kurang jelas di mata mereka dan kesulitan untuk memasukkan di komputernya untuk mencetak slip. ini sangat memudahlan untuk gemerasi yang masih paham teknologi, tapi tidak dengan lansia. mereka banyak yg kebingungan dan tidak paham cara memasukannya. but, overall ini sangat memudahkan.",5
sangat membantu,5
"SANGAT TIDAK JELAS MASA SAYA LOGIN DI HP YG BERBEDA TIDAK BISA DENGAN ALESAN NIK RI TIDAK TERDAFTAR NAMA SALAH ATAU TANGGAL LAHIR SALAH , SEDANGKAN SAYA SUDAH PERNAH MASUK AMAN - AMAN AJAA PAS LOGIN DI HP BERBEDA TIDAK BISA !!!!!",1
sangat membantu,5
kenapa belum terdaftar sedangkan kita sdh masukan identitas,3
bagus sekali sangat membantu,5
sangat membantu 🤩,5
ok,5
Masih butuh penyempurnaan lagi..,4
siip,5
"kualitasnya gak layak jauh dari standar sulit untuk diakses, kayak aplikasi percobaan aja",3
selalu log out otomatis,2
login/masuk susah banget padahal kemarin sudah login tau² log out,1
"aplikasi ini sangat gak membantu malah makin ribet, mau 1 KK dgn 3 anak harus punya akun masing2. dan ketika mau verifikasi muka malah tidak mau. dan dr pihak puskesmas mewajibkan hrus daftar lewat JKN ini, sdngkan anak-anak tidak bisa di verifikasi muka. aplikasi yg sangat2 tidak bagus",1
terima kasih,4
bismillah semoga membantu,5
mantap,5
bagus tidak ribet,5
luar biasa bagus,5
membantu,5
mantap,5
baik,5
mantap,5
Aplikasi Sangat Bagus,5
good,5
BAGUS BGT,5
bagus sangat membantu,5
aplikasi sangat susah. sandi salah terus padahal udah bener. masukin email salah nomer salah padahal ya bener. emang kocak,1
"sebenarnya ini aplikasi buat apasih, kok tiap daftar antrian dulu pasti untuk pengambilan obat dapat belakang",4
mantab,5
thank bpjs,5
"setelah menerima perbaikan dan di bantu oleh Pandawa lebih mudah di mengerti, terimakasih Pandawa skrg jadi ga antri lama"" cukup ambil dri jkn mobile nunggu di rumah ♥👍",5
top,5
mempermudah pasies,5
"proses checkin harus barcode lagi, jadi mempersulit harus direvisi untuk melakukan checkin, karna tidak semua org punya hp dan kuota untuk melakukan pendaftaran online, terimakasih tlg di noted",1
aplikasi nya sangat membantu sekali bisa merubah tempat dokter,5
lupa sandi mau login. minta verifikasi nggak di kirim-kirim. gimana coba?,3
"Sangat Bagus Aplikasi nya,oke banget...aku suka2 Hari Yang Mantap",5
membantu sekali...,5
top. sangat membantu,5
"Verifikasi wajahnya selalu gagal, padahal ruangan sudah terang dan tidak menggunakan aksesoris wajah apapun.",3
Bagus...dan sangat membantu,5
"sangat simple,",5
"tiap mau dipakai selalu log out, mau masuk susah",1
"tiba2 tidak bisa masuk minta diupdate, setelah update login lagi tidak bisa juga, harus masukin autodebet",1
sangat memuaskan,5
nice,5
sekarang lebih mudah di lakukan,5
good,5
Sangat membantu sekali,4
daftar aja susah hrus pakek kode refarrel,1
"Kenapa gak bisa Masuk Apk ya? Captcah loading terus,padahal sinyal full",4
"Apk aneh, udah scan wajahnya susah pas mau login malah ada tulisan ""perangkat anda sudah di gunakan untuk 3 nik lain"" atau apalah itu",1
udah scan wajah tapi selalu ga berhasil padahal udah pake kamerah hd+cahaya terang,1
mempermudah untuk daptar cek kesehatan,5
ok terimakasih,5
"ribet, masak cheking nyari nomer antrian saja harus radius 1km, KLO gag kuat jangkauan ya gag usah buat daftar no antrean. heran kekuatannya hanya radius 1km, lemah",1
"saya mau rawat inap, tapi klinik faskes saya mensyaratkan tidak boleh pulang sebelum minimal perawatan 3 hari. misalkan hari ke 2 sudah sehat dan fit, maka diharuskan nunggu hingga 3 hari baru boleh pulang. apakah memang begitu aturannya?",5
"Aplikasinya memang jelek sy 3 kali lebih dikunci terus ,aktif nanti dikunci terus bosen sy tiap tiap harus aktifin terus harus beli pulsa ,tiap tiap memperbarui tapi nyatanya sampah gak becus,baru nemuin aplikasi yang jelek kaya gini,kesal sy sering banget sy dikunci terus aktif dikunci gitu terus",1
"Kenapa sekarang tiket no antrean poliklinik sudah tidak bisa di screen shoot, ini kan menyulitkan ortu saya yg tidak mengerti menggunakan aplikasi? biasanya tiket nya saya SS dan saya kirim ke WA ortu saya (aplikasi ada di hp saya, krn ortu ga mengerti caranya) waktu ortu saya kontrol tinggal menunjukan SS an nya saja, sekarang sudah tidak bisa, tolong kembalikan seperti yang lama",1
"aplikasi sampah mau verifikasi aja ribet, ini saya mau urus nenek saya, nenek saya udah rentan mau disenyumin kek dikedipin kek tetap ulang mulu masa disuruh ke kantor bpjs terdekat, terdekat jaub bos 25km, apalagi ini nenek saya, ribet banget sih, kalau ga ada verifikasi wajah ga bisa daftar antrian buat rujukan, mending hapus aja kalau nyusahin kek gini, buang"" waktu dan merugikan, jkn saya juga gitu ribet, apa apa ribet buat aplikasi mahal"" tapi ga becus sistemnya aplikasi sampah",1
gimana cara ganti NIK menjadi nmr JKN,2
sangat baik,5
setelah update terbaru.. data anak dan suami tidak muncul. jadi susah saat pendaftaran. Admin minta tolong diperbaiki lagi.. yang sebelumnya bisa muncul semua nama anak dan suami yg terdaftar sesuai dengan KK. Sekarang hanya nama saya seorang.,1
Sangat membantu sekali,5
kameranya susah ngepasnya,5
"prosesnya sangat ribet dan lemot, nunggu kode otp malah bikin emosi sendiri",1
aplikasi ny aneh setiap mau daftar gk bisa trs pdhl udh coba d hri yg beda tapi tetep gk bisa,1
SEMRAWUT MARAI MUMET,1
"Familiar, mudah penggunaannya.... kembangkan lagi..",5
yang jelas ini sangatlah ribet dan TDK bisa membantu org miskin,1
"uda masukin nik dan pasword beberapa x tetep salah padahal nik Uda bener, ga ngerti lagi",1
baik,5
terpercaya,5
sangat puas,5
"ngk bisa login,, captcha nya muter2 terus.... masih sama,, sudah 3 hari ngk bisa login... menyusahkan",1
"aplikasi ga jelass sering banget log out sendiri, giliran mau log in susah ga bisa2",1
yahuy,4
sangat puas,5
sangant membantun🙏,5
mudah,5
sangat bagus,5
ok,5
Sangat membantu. Terimakasih,5
"Perbaiki yang kurang, pertahankan dan tingkatkan yang sudah bagus.",4
suka logout sendiri gliran mau msuk slalu gagal pdahal no hp dan sebagainya itu udah bner payah,2
ih aplikasi macam apa si ini membingungkan sekali masukin Sadi salah ini itu salah giliran bisa suruh masukin kode nanti dikirim ke SMS nomor hp udah nunggu 250 menit gak ada juga itu Kodo suruh ngulang lagi Ampe 10 kali ngulang ttp gak bisa sebenarnya ini niat ngebantu enggak si aneh betull,1
mempermudah perubahan data,5
"susah amat daftarin anak,katanya mempermudah malah mempersulit.nasib orang jelata",1
ok,5
gak bisa login apk secara terus menerus dgn alasan udah pernah 3 kali login dgn data nik yg beda padahal nyoba di hp kader posyandu bisa login walaupun udah puluhan data nik dimasukin udah coba update udah coba buat pengaduan ke pandawa gak ada solusi udah berkali2 instal ulang tetep gk bsa sampe restart hp pun udah aneh banget padahal bertahun2 pake JKN dihp yg sama tp skrg malah gak bsa login sama sekali.tolong perbaikannya ini kan aplikasi layanan masyarkat jgn mempersulit kami sbg masyarakt,1
"Alhamdulillah sekarang mudah menggunakan aplikasi ini,tadinya sulit karna semua anggota TDK bisa masuk dalam satu aplikasi ini,semoga semakin kedepan semakin baik lagi 🤗🤗",5
sangat membantu,5
Smart,5
apk mantap 🙏,5
kode captcha gak mau muncul,1
ok,5
InsyaAllah very Helpfull,5
saya ingin menambahkan nomor hp lewat aplikasi mobile jkn kaga bisa2.. mohon bantuan nya,2
sejauh ini cukup bagus dan mudah digunakan.,5
ok,5
"aplikasi pemerintah kok seELEK gini jink, gw dah masukin NIK sama Captcha itu dah bener co tapi ga bisa ngapa-ngapain muter muter mulu gajelas",1
Amanah,5
sangat Membantu di Saat keadaan Urgent,5
Mobile JKN sangat memudahkan,5
apk SAMPAH,1
appsnya oke,5
"kalau udh pindah orientasi dari potrait ke Landscape, suka gak balik lagi ke potrait, hmmm",4
"cukup bagus,tp klo sering disarankan ganti PIN berkala takut lupa PIN",5
tiap hari beda aturan ini aplikasi,1
kak gimna cara hapus satu akun di mobile jkn 1 aplikasi 3 nomor nik,4
"mantap,, bisa pindah faskes lewat aplikasi,, the best pokoknya kak",5
"ok, walaupun agak sulit",5
aplikasinya bagus,5
ok,5
alamat nya berubah sendiri... padahal alamat surat dari dulu gk saya rubah.... mau komplain di WA 2 hari gk direspon.... buruk banget kualitas nya,1
bagus,5
Tolong untuk untuk kode OTP gk masuk-masuk dan selalu log out sendiri padahal jaringan lancar dan aman terimakasih.,1
bagus & memuaskan,5
bagus layanannya,5
"nice, ubah faskes lebih mudah",5
apk gak jelas sandi salah mulu padahal udah bener,1
"Trimakasih, Aplikasi Mobile JKN ini sangat penting dan berguna untuk Saya pribadi dan keluarga.",5
pendaftaran antri priksa selalu transaksi blm selesai,1
ok,5
semoga bermanfaat wasalam,5
"apknya eror ya masak sandi salah terus,giliran tanya lupa kata sandi kirim kode otp nggk bisa,suruh coba lagi terus, tolong di benerin dong apknya",1
Alhamdulillah sangat membantu,5
"aplikasi kaga jelas,masa bayar telat sama dendanya sama..ga ngotak",5
bagus,5
mantap,5
mantab,5
kenapa sekarang tidak bisa screenshot nomor antrian online nya ? bulan kemarin masih bisa.. apa penyebabnya ya ?,1
"saya kepala keluarga di JKN kis tapi pas mau menambahkan anggota keluarga/istri/ ko ga bisa ya, tolong harus nya sudah terdaftar karna saya kepala keluarga ,saya orang tidak mampu 🙏",5
sudah bagus cukup ditingkatkan secara perlahan,4
"buat login aj gk bsa,minta verifikasi kode otp tpi kode ny gak d kirim",1
"sebenarnya aplikasi ini sdh bagus, tapi 2 bln terakhir ada aja masalah di pendaftaran poli. bulan lalu nama dokter berubah & tdk bisa diganti. skrg dokter yg praktek tidak tersedia, padahal ditanyakan ke RS dokternya praktek di tgl tsb. bikin mumed aja ini aplikasi... Di PANDAWA kasih pilihan utk CHAT WA dong...",3
tidak bisa di download huuuuuuu,1
makasiiih banyak,5
mantappppppppppp,5
aplikasinya sangat membantu saya,5
Lebih mudah dan efisien.,5
sangat membantu dalam perubahan data ...,5
"mau berobat aja skrng ribet bgt yah, gimana kalo org gapunya hp atau gapunya kuota, aplikasi nya juga jelek banget!! pemerintah cuma mempersulit doang!",1
"Alhamdulillah, mobile JKN,sangat membantu peserta seperti saya....",5
"pendaftaran autodebit terkendala padahal udah nyiapin 2 bank, yang bca gabisa yang bri kode otp nya ngga terkirim kirim",1
mempermudah,5
"lebih dari satu jam untuk masuk ke aplikasi ini tapi selalu gagal..... ini aplikasi bukannya bantu, malah bikin pusing",1
mudah dimengerti,4
"Selama memakai bagus tidak ada kendala sama sekali, visualisasinya bagus bagus dan semua vitur sangat membantu",5
"lupa sandi udah minta verifikasi lewat SMS tapi gak di kirim kodenya padahal nomer udah bener, gk bisa lewat e-mail belum terdaftar, tolong dong ini gimana sih",3
Semoga lebih baik lagi,5
"saya mau log in akun knp gak bisa...? terus sandi salah,, saya pakai fitur lupa sandi, Terima verifikasi otp lewat SMS malah gak Terima Terima otp nya, gimana sih ini aplikasi tambah bobrok,,",1
sangat membantu,5
bagus dan bermanfaat,5
Bagus,5
Alhamdulillah mobile JKN mempermudah dalam berbagai layanan ...,5
sangat membantu,5
lebih parah nya gak bisa di screenshot pembaruan kemarin bagaimana saya di kota istri di kp saat mau kontrol atau berobat bukan ngasih kemudahan malah ngasih kesulitan,1
Sangat Bermanfaat Sekali Aplikasinya,5
mantap,5
bagus,5
sangat membantu,5
"versi sekarang sudah tidak bisa screenshot, padahal sangat penting saat sy ingin mengirimkan tangkapan layar nomor kartu bpjs istri/anak saat kita sedang bekerja di luar daerah. mohon kembalikan fitur tersebut.",3
ah lumayan lah daripada tidak ada,5
"ini anaknya ya yang rating, ni apk bodoh banget. perasaan dlu pernah login tapi malah telogout sendiri, terus lupa password minta kirim kode otp malah ga dikirik2 , ni yang ngirim ngelem atau malas sih. kalo bot gw wajarin tapi kalo manusia tolol banget. ga niat kerja",1
scan muka lalap ngak bisa,1
bagus . hanya aplikasinya sering tidak mau terbuka . harus di hapus dulu baru di pasang lagi......!,5
kenapa sejak Oktober 2025 kok tidak bisa auto debit lagi melakukan pembayaran padahal saya sudah terkoneksi dengan Bank Mandiri,1
setelah update buat login susah. captcha muter terus..,1
ribet sumpah deh gatau kenapa x.. aku coba daftarin punya saudara tp aplikasi keluar sendiri terus,1
"saya kecewa, saya sudah daftar periksa di klinik lewat antrian mobile JKN dapat nomor antrian 2, sampai klinik kok antrian mobile JKN tidak dipakai, malah dahuluin yg ga pake mobile JKN alias datang manual, tolong hapus aja sistem antrian online kalau di faskes 1 tidak diterapkan.",1
"maksudnya gimana ini, tgl 10 sudah dibayar kok tgl 15 saldo terpotong lagi, ini gimana sistemnya. . ngawur banget",2
"ternyata aplikasinya tidak bisa login buat 3 nik, padahal 2 orang lansia saya tidak punya hp dan butuh pengobatan memakai mjk",3
bukanya dipermudah malah dipersulit nih aplikasi.. sehat kaga pusing iya LOG OUT NIK SALAH terlalu lah kalian klo tender aplikasi..,1
pindah fasilitas kesehatan tidak perlu pergi ke kantor bpjs. bisa lewat aplikasi jkn ini. mudah tidak ribet sama sekali 🥰,5
mantap,5
baik,5
memudahkan kita untuk pergi berobat,5
Baru tau sekarang ada aplikasinya jadi lebih mudah😍,5
kenapa sekarang jadi tidak bisa daftar online kalau mau ngambil antrian,3
masuk gagal terus padahal nomer nik dan pasword sama dengan yg dulu tdk prnh ganti,1
"ini aplikasi busuk banget, tiap mau dipakai harus log-in mulu. ini kalo saya lupa sama email/password atau lagi gak bawa KTP buat masukin 16digit NIK gimana ini? masa keluar otomatis mulu.",1
"ga bisa login karena capta nya cuman muter"" trs",1
baik,5
terima kasih JKN MANTAP,5
mantap BPJS mah,5
bagus sekali mempermudah untuk dapat nomor antrean,5
sangat memuaskan tanpa bolak balik ke kantor BPJS sdh bisa merubah fasilitas dan domisili lewat aplikasi,5
Sangat Membantu Sekali Dalam Layanan kesehatan',5
repot skali..hrus download aplikasi...bukannya mempermudah malah mempersulit pasien...,1
ok,5
sangat membantu,5
lebih mudah aplikasi sangat Bagus,5
bagus dan mudah,5
sangat mudah dan membantu,5
sedikit membantu,5
mantap,5
tampilan susah untuk pengguna awal. harus butuh password terus untuk login . otp lama mengirim,1
"saya kan sudah daftar di aplikasi jkn, tapi ketika sama mau login saya lupa pin, dan minta bantuan pin ulang tapi setelah input nik, harus input captca tapi captcha muter terus bufering. gmana nih?",4
APK nggak guna baru login 3 kali nggak bisa masuk lagi harus hbungi 165 merepotkan,1
Alhamdulillah lancar .,5
bagus,5
Membantu sekali,5
sangat membantu. dan mempermudah,5
Habis update Aplikasi kenapa mesti login ulang? Sangat merepotkan 👎,3
